Country,Commodity,Year,Loss Percentage,Loss Quantity,Stage,Method,Reference
America,Pumpkins & Gourds,2018,23.1,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Pumpkins & Gourds,2017,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2017,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2016,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2016,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2015,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2015,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2014,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2014,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2013,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2013,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2012,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2012,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2011,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2011,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2010,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2010,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2009,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2009,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2008,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2008,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2008,29,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Pumpkins & Gourds,2008,30,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Pumpkins & Gourds,2007,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2007,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2006,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2006,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2006,9.8,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Pumpkins & Gourds,2006,12.4,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Pumpkins & Gourds,2005,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2005,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2005,12.7,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Pumpkins & Gourds,2005,12.4,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Pumpkins & Gourds,2004,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2004,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2003,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2003,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2002,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2002,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2001,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2001,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2000,10,0,Whole supply chain,National Accounts,N/A
America,Pumpkins & Gourds,2000,10,0,Whole supply chain,National Accounts,N/A
America,Raisins,2008,15,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Raspberries,2018,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2017,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2016,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2015,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2014,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2013,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2012,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2011,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2010,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2009,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2008,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2008,28,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Raspberries,2008,15,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Raspberries,2007,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2006,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2005,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2004,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2003,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2002,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2001,8,0,Whole supply chain,National Accounts,N/A
America,Raspberries,2000,8,0,Whole supply chain,National Accounts,N/A
America,Sheep,2010,0.009195652,634500 head,Harvest,Survey,USDA NASS
America,Sheep,2006,0.077961039,"600,300 head",Harvest,Survey,USDA NASS
America,Snails,2014,50,0,Whole supply chain,Literature Review,"lenca (2014), retail food waste management"
America,Spinach,2019,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2018,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2018,18.2,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Spinach,2017,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2016,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2015,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2014,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2013,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2012,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2011,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2010,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2009,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2008,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2008,32,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Spinach,2008,28,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Spinach,2007,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2006,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2006,14.4,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Spinach,2005,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2005,14.4,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Spinach,2004,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2003,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2002,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2001,12,0,Whole supply chain,National Accounts,N/A
America,Spinach,2000,12,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2018,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2018,14.2,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Strawberries,2017,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2016,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2015,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2014,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2013,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2012,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2011,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2010,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2009,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2008,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2008,15,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Strawberries,2008,28,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Strawberries,2007,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2006,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2006,9.5,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Strawberries,2005,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2005,10,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Strawberries,2004,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2003,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2002,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2001,8,0,Whole supply chain,National Accounts,N/A
America,Strawberries,2000,8,0,Whole supply chain,National Accounts,N/A
America,Sugar & Syrups,2008,11,0,Retail,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570"
America,Sugar & Syrups,2008,18,0,Households,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570"
America,Sweet Corn,2018,2.2,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Sweet Corn,2008,19,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Sweet Corn,2008,32,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Sweet Corn,2008,15,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Sweet potatoes,2019,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2018,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2017,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2016,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2015,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2014,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2013,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2012,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2011,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2010,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2009,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2008,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2008,41,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Sweet potatoes,2007,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2006,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2006,13.2,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Sweet potatoes,2005,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2005,15.2,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Sweet potatoes,2004,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2003,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2002,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2001,10,0,Whole supply chain,National Accounts,N/A
America,Sweet potatoes,2000,10,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2019,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2018,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2017,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2016,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2015,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2014,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2013,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2012,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2011,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2010,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2009,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2008,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2007,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2006,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2006,21.4,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Tangerines,2005,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2005,19.5,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Tangerines,2004,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2003,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2002,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2001,5,0,Whole supply chain,National Accounts,N/A
America,Tangerines,2000,5,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2019,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2018,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2018,14.5,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Tomatoes,2017,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2016,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2015,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2014,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2013,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2012,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2011,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2010,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2009,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2008,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2008,31,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Tomatoes,2007,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2006,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2006,12,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Tomatoes,2005,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2005,14.4,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Tomatoes,2004,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2003,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2002,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2001,15,0,Whole supply chain,National Accounts,N/A
America,Tomatoes,2000,15,0,Whole supply chain,National Accounts,N/A
America,Walnuts - Shelled,2007,0.33,970,Whole supply chain,FAO's Questionnaires,FAO Sources
America,Walnuts - Shelled,2006,0.31,970,Whole supply chain,FAO's Questionnaires,FAO Sources
America,Walnuts - Shelled,2005,0.31,1010,Whole supply chain,FAO's Questionnaires,FAO Sources
America,Walnuts - Shelled,2004,0.33,985,Whole supply chain,FAO's Questionnaires,FAO Sources
America,Walnuts - Shelled,2003,0.33,972,Whole supply chain,FAO's Questionnaires,FAO Sources
America,Walnuts - Shelled,2002,0.38,980,Whole supply chain,FAO's Questionnaires,FAO Sources
America,Walnuts - Shelled,2001,0.35,960,Whole supply chain,FAO's Questionnaires,FAO Sources
America,Walnuts - Shelled,2000,0.45,970,Whole supply chain,FAO's Questionnaires,FAO Sources
America,Watermelons,2018,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2018,25.4,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Watermelons,2017,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2016,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2015,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2014,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2013,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2012,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2011,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2010,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2009,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2008,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2008,33,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Watermelons,2007,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2006,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2006,14.9,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Watermelons,2005,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2005,18.7,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Watermelons,2004,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2003,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2002,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2001,10,0,Whole supply chain,National Accounts,N/A
America,Watermelons,2000,10,0,Whole supply chain,National Accounts,N/A
Angola,Maize,2020,2.3,0,Farm,Modelled Estimates,N/A
Angola,Maize,2020,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2020,5.85,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2020,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2020,3.89,0,Farm,Modelled Estimates,N/A
Angola,Maize,2020,1.52,0,Farm,Modelled Estimates,N/A
Angola,Maize,2020,4.6,0,Farm,Modelled Estimates,N/A
Angola,Maize,2019,5.92,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2019,3.9,0,Farm,Modelled Estimates,N/A
Angola,Maize,2019,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2019,4.59,0,Farm,Modelled Estimates,N/A
Angola,Maize,2019,1.5,0,Farm,Modelled Estimates,N/A
Angola,Maize,2019,2.31,0,Farm,Modelled Estimates,N/A
Angola,Maize,2019,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2018,1.5,0,Farm,Modelled Estimates,N/A
Angola,Maize,2018,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2018,5.93,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2018,4.59,0,Farm,Modelled Estimates,N/A
Angola,Maize,2018,3.9,0,Farm,Modelled Estimates,N/A
Angola,Maize,2018,2.31,0,Farm,Modelled Estimates,N/A
Angola,Maize,2018,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2017,4.6,0,Farm,Modelled Estimates,N/A
Angola,Maize,2017,3.89,0,Farm,Modelled Estimates,N/A
Angola,Maize,2017,5.85,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2017,1.52,0,Farm,Modelled Estimates,N/A
Angola,Maize,2017,2.3,0,Farm,Modelled Estimates,N/A
Angola,Maize,2017,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2017,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2016,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2016,5.85,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2016,4.6,0,Farm,Modelled Estimates,N/A
Angola,Maize,2016,2.3,0,Farm,Modelled Estimates,N/A
Angola,Maize,2016,1.52,0,Farm,Modelled Estimates,N/A
Angola,Maize,2016,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2016,3.89,0,Farm,Modelled Estimates,N/A
Angola,Maize,2015,2.3,0,Farm,Modelled Estimates,N/A
Angola,Maize,2015,3.89,0,Farm,Modelled Estimates,N/A
Angola,Maize,2015,5.85,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2015,4.6,0,Farm,Modelled Estimates,N/A
Angola,Maize,2015,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2015,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2015,1.52,0,Farm,Modelled Estimates,N/A
Angola,Maize,2014,3.84,0,Farm,Modelled Estimates,N/A
Angola,Maize,2014,2.25,0,Farm,Modelled Estimates,N/A
Angola,Maize,2014,1.61,0,Farm,Modelled Estimates,N/A
Angola,Maize,2014,4.59,0,Farm,Modelled Estimates,N/A
Angola,Maize,2014,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2014,5.61,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2014,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2013,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2013,2.24,0,Farm,Modelled Estimates,N/A
Angola,Maize,2013,3.83,0,Farm,Modelled Estimates,N/A
Angola,Maize,2013,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2013,4.6,0,Farm,Modelled Estimates,N/A
Angola,Maize,2013,5.54,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2013,1.64,0,Farm,Modelled Estimates,N/A
Angola,Maize,2012,2.23,0,Farm,Modelled Estimates,N/A
Angola,Maize,2012,3.82,0,Farm,Modelled Estimates,N/A
Angola,Maize,2012,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2012,5.49,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2012,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2012,1.65,0,Farm,Modelled Estimates,N/A
Angola,Maize,2012,4.63,0,Farm,Modelled Estimates,N/A
Angola,Maize,2011,4.6,0,Farm,Modelled Estimates,N/A
Angola,Maize,2011,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2011,5.95,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2011,1.49,0,Farm,Modelled Estimates,N/A
Angola,Maize,2011,3.91,0,Farm,Modelled Estimates,N/A
Angola,Maize,2011,2.32,0,Farm,Modelled Estimates,N/A
Angola,Maize,2011,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2010,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2010,1.49,0,Farm,Modelled Estimates,N/A
Angola,Maize,2010,3.91,0,Farm,Modelled Estimates,N/A
Angola,Maize,2010,2.32,0,Farm,Modelled Estimates,N/A
Angola,Maize,2010,4.59,0,Farm,Modelled Estimates,N/A
Angola,Maize,2010,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2010,5.96,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2009,5.95,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2009,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2009,2.32,0,Farm,Modelled Estimates,N/A
Angola,Maize,2009,4.59,0,Farm,Modelled Estimates,N/A
Angola,Maize,2009,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2009,1.49,0,Farm,Modelled Estimates,N/A
Angola,Maize,2009,3.91,0,Farm,Modelled Estimates,N/A
Angola,Maize,2008,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2008,2.32,0,Farm,Modelled Estimates,N/A
Angola,Maize,2008,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2008,1.49,0,Farm,Modelled Estimates,N/A
Angola,Maize,2008,3.91,0,Farm,Modelled Estimates,N/A
Angola,Maize,2008,5.95,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2008,4.62,0,Farm,Modelled Estimates,N/A
Angola,Maize,2007,1.5,0,Farm,Modelled Estimates,N/A
Angola,Maize,2007,4.6,0,Farm,Modelled Estimates,N/A
Angola,Maize,2007,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2007,2.31,0,Farm,Modelled Estimates,N/A
Angola,Maize,2007,3.9,0,Farm,Modelled Estimates,N/A
Angola,Maize,2007,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2007,5.93,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2006,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2006,2.31,0,Farm,Modelled Estimates,N/A
Angola,Maize,2006,3.9,0,Farm,Modelled Estimates,N/A
Angola,Maize,2006,5.93,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2006,4.61,0,Farm,Modelled Estimates,N/A
Angola,Maize,2006,1.5,0,Farm,Modelled Estimates,N/A
Angola,Maize,2006,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2005,3.9,0,Farm,Modelled Estimates,N/A
Angola,Maize,2005,5.92,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2005,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2005,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2005,4.58,0,Farm,Modelled Estimates,N/A
Angola,Maize,2005,2.31,0,Farm,Modelled Estimates,N/A
Angola,Maize,2005,1.5,0,Farm,Modelled Estimates,N/A
Angola,Maize,2004,1.5,0,Farm,Modelled Estimates,N/A
Angola,Maize,2004,2.31,0,Farm,Modelled Estimates,N/A
Angola,Maize,2004,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2004,3.9,0,Farm,Modelled Estimates,N/A
Angola,Maize,2004,5.93,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2004,4.63,0,Farm,Modelled Estimates,N/A
Angola,Maize,2004,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2003,1.5,0,Farm,Modelled Estimates,N/A
Angola,Maize,2003,2.65,0,Storage,Modelled Estimates,N/A
Angola,Maize,2003,1,0,Transport,Modelled Estimates,N/A
Angola,Maize,2003,3.91,0,Farm,Modelled Estimates,N/A
Angola,Maize,2003,2.31,0,Farm,Modelled Estimates,N/A
Angola,Maize,2003,5.93,0,Harvest,Modelled Estimates,N/A
Angola,Maize,2003,4.61,0,Farm,Modelled Estimates,N/A
